Name,FileSource,Secondary,Storage,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,EntityLimitCount,LimitType,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,PanType,Pan,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice
iw5_l118a_mag_in,sound\iw5\l118a\iw5_l118a_mag_in.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw5_l118a_mag_out,sound\iw5\l118a\iw5_l118a_mag_out.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw5_msr_fire_plr,sound\iw5\msr\iw5_msr_fire_plr.wav,iw5_msr_fire_ringoff_plr,loaded,bus_fx,grp_weapon,snp_wpn_1p,,70,0,85,85,0,8500,5000,allon,default,allon,default,2,8,oldest,oldest,-281,-107,90,90,0.25,1,2d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw5_msr_fire_ringoff_plr,sound\iw5\msr\iw5_msr_fire_ringoff_plr.wav,,loaded,bus_fx,grp_weapon,snp_wpn_1p,,55,0,80,80,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,-498,-281,90,90,0.25,1,2d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,ringoff_plr,outdoor,yes,no,no,0,0,yes,no,,0,,no,no,no
iw5_msr_fire_npc,sound\iw5\msr\iw5_msr_fire_npc.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,65,0,85,85,900,6000,12500,cosdelay,alloff,cosdelay,default,6,2,priority,oldest,315,440,20,90,0.25,0.8,3d,default,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw5_msr_lift,sound\iw5\msr\iw5_msr_lift.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw5_msr_bf,sound\iw5\msr\iw5_msr_bf.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw5_msr_bb,sound\iw5\msr\iw5_msr_bb.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw5_msr_mag_in,sound\iw5\msr\iw5_msr_mag_in.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
iw5_msr_mag_out,sound\iw5\msr\iw5_msr_mag_out.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
